user_id,app_id,created_at,last_login_at,offer_id,Offer_status,offer_started,offer_ended,Offer_expires,reward_id,offer_completed,label_in_english,total_payout_in_paise,total_revenue_in_paise,acc_created_Year,acc_created_Month,acc_created_Day,last_login_Year,last_login_Month,last_login_Day,offer_completed_Year,offer_completed_Month,offer_completed_Day,offer_started_date,offer_started_Year,offer_started_Month,offer_started_Day,offer_started_time,offer_started_Hour,offer_started_minute,offer_started_second,offer_ended_date,offer_ended_Year,offer_ended_Month,offer_ended_Day,offer_ended_time,offer_ended_Hour,offer_ended_minute,offer_ended_second,Offer_expires_date,Offer_expires_Year,Offer_expires_Month,Offer_expires_Day,Offer_expires_time,Offer_expires_Hour,Offer_expires_minute,Offer_expires_second,gross_profit,lifetime,reward_completion_days,reward_completion_time
44f9c9f1-1ce1-4b04-8042-ddb1c548c589,sikka,26-11-22,29-11-22,3541,COMPLETED,2022-11-28 07:53:58.569308+00:00,2022-11-28 08:00:34.379933+00:00,,935,26-11-22,Complete Registration,200,0,2022,11,26,2022,11,29,2022,11,26,28-11-22,2022,11,28,53:58.6,7,53,58,28-11-22,2022,11,28,00:34.4,8,0,34,,,,,,,,,-200,3,0,0.109947396
44f9c9f1-1ce1-4b04-8042-ddb1c548c589,sikka,26-11-22,29-11-22,3270,ONGOING,2022-11-28 07:52:19.019991+00:00,,2022-11-30 07:52:19.026169+00:00,935,26-11-22,Complete Registration,200,0,2022,11,26,2022,11,29,2022,11,26,28-11-22,2022,11,28,52:19.0,7,52,19,,,,,,,,,30-11-22,2022,11,30,52:19.0,7,52,19,-200,3,,
4cb29e43-9f23-42fe-bab8-2422f42e7a91,sikka,26-11-22,29-11-22,3500,ONGOING,2022-11-28 01:10:08.684619+00:00,,2022-11-30 01:10:08.690171+00:00,935,29-11-22,Complete Registration,200,0,2022,11,26,2022,11,29,2022,11,29,28-11-22,2022,11,28,10:08.7,1,10,8,,,,,,,,,30-11-22,2022,11,30,10:08.7,1,10,8,-200,3,,
44f9c9f1-1ce1-4b04-8042-ddb1c548c589,sikka,26-11-22,29-11-22,2793,ONGOING,2022-11-28 08:19:07.013403+00:00,,2022-11-30 08:19:07.019459+00:00,935,26-11-22,Complete Registration,200,0,2022,11,26,2022,11,29,2022,11,26,28-11-22,2022,11,28,19:07.0,8,19,7,,,,,,,,,30-11-22,2022,11,30,19:07.0,8,19,7,-200,3,,
44f9c9f1-1ce1-4b04-8042-ddb1c548c589,sikka,26-11-22,29-11-22,3520,ONGOING,2022-11-28 06:11:13.570163+00:00,,2022-11-30 06:11:13.577249+00:00,935,26-11-22,Complete Registration,200,0,2022,11,26,2022,11,29,2022,11,26,28-11-22,2022,11,28,11:13.6,6,11,13,,,,,,,,,30-11-22,2022,11,30,11:13.6,6,11,13,-200,3,,
44f9c9f1-1ce1-4b04-8042-ddb1c548c589,sikka,26-11-22,29-11-22,3503,ONGOING,2022-11-28 06:10:51.265217+00:00,,2022-11-30 06:10:51.271607+00:00,935,26-11-22,Complete Registration,200,0,2022,11,26,2022,11,29,2022,11,26,28-11-22,2022,11,28,10:51.3,6,10,51,,,,,,,,,30-11-22,2022,11,30,10:51.3,6,10,51,-200,3,,
44f9c9f1-1ce1-4b04-8042-ddb1c548c589,sikka,26-11-22,29-11-22,3534,ONGOING,2022-11-28 06:08:33.654146+00:00,,2022-11-30 06:08:33.658878+00:00,935,26-11-22,Complete Registration,200,0,2022,11,26,2022,11,29,2022,11,26,28-11-22,2022,11,28,08:33.7,6,8,33,,,,,,,,,30-11-22,2022,11,30,08:33.7,6,8,33,-200,3,,
44f9c9f1-1ce1-4b04-8042-ddb1c548c589,sikka,26-11-22,29-11-22,3227,COMPLETED,2022-11-28 07:44:27.344271+00:00,2022-11-28 07:47:01.079157+00:00,,935,26-11-22,Complete Registration,200,0,2022,11,26,2022,11,29,2022,11,26,28-11-22,2022,11,28,44:27.3,7,44,27,28-11-22,2022,11,28,47:01.1,7,47,1,,,,,,,,,-200,3,0,0.042704135
44f9c9f1-1ce1-4b04-8042-ddb1c548c589,sikka,26-11-22,29-11-22,3015,ONGOING,2022-11-28 06:07:45.554526+00:00,,2022-11-30 06:07:45.560111+00:00,935,26-11-22,Complete Registration,200,0,2022,11,26,2022,11,29,2022,11,26,28-11-22,2022,11,28,07:45.6,6,7,45,,,,,,,,,30-11-22,2022,11,30,07:45.6,6,7,45,-200,3,,
2c93173e-b325-47d9-bac5-6e21641f97bc,sikka,26-11-22,29-11-22,3467,ONGOING,2022-11-28 00:21:12.821361+00:00,,2022-11-30 00:21:12.825908+00:00,935,28-11-22,Complete Registration,200,0,2022,11,26,2022,11,29,2022,11,28,28-11-22,2022,11,28,21:12.8,0,21,12,,,,,,,,,30-11-22,2022,11,30,21:12.8,0,21,12,-200,3,,
2c93173e-b325-47d9-bac5-6e21641f97bc,sikka,26-11-22,29-11-22,3227,ONGOING,2022-11-28 00:19:34.185116+00:00,,2022-11-30 00:19:34.189504+00:00,935,28-11-22,Complete Registration,200,0,2022,11,26,2022,11,29,2022,11,28,28-11-22,2022,11,28,19:34.2,0,19,34,,,,,,,,,30-11-22,2022,11,30,19:34.2,0,19,34,-200,3,,
2c93173e-b325-47d9-bac5-6e21641f97bc,sikka,26-11-22,29-11-22,3015,ONGOING,2022-11-28 00:16:08.410501+00:00,,2022-11-30 00:16:08.414985+00:00,935,28-11-22,Complete Registration,200,0,2022,11,26,2022,11,29,2022,11,28,28-11-22,2022,11,28,16:08.4,0,16,8,,,,,,,,,30-11-22,2022,11,30,16:08.4,0,16,8,-200,3,,
2c93173e-b325-47d9-bac5-6e21641f97bc,sikka,26-11-22,29-11-22,792,ONGOING,2022-11-28 00:00:05.311626+00:00,,2022-11-29 18:29:59+00:00,935,28-11-22,Complete Registration,200,0,2022,11,26,2022,11,29,2022,11,28,28-11-22,2022,11,28,00:05.3,0,0,5,,,,,,,,,29-11-22,2022,11,29,18:29:59,18,29,59,-200,3,,
2c93173e-b325-47d9-bac5-6e21641f97bc,sikka,26-11-22,29-11-22,3340,ONGOING,2022-11-27 23:21:43.583461+00:00,,2022-11-29 23:21:43.589274+00:00,935,28-11-22,Complete Registration,200,0,2022,11,26,2022,11,29,2022,11,28,27-11-22,2022,11,27,21:43.6,23,21,43,,,,,,,,,29-11-22,2022,11,29,21:43.6,23,21,43,-200,3,,
3db62aad-421b-474e-9b1e-8a88ff370d4f,sikka,26-11-22,29-11-22,2795,ONGOING,2022-11-28 01:58:59.160529+00:00,,2022-11-30 01:58:59.165092+00:00,935,26-11-22,Complete Registration,200,0,2022,11,26,2022,11,29,2022,11,26,28-11-22,2022,11,28,58:59.2,1,58,59,,,,,,,,,30-11-22,2022,11,30,58:59.2,1,58,59,-200,3,,
44f9c9f1-1ce1-4b04-8042-ddb1c548c589,sikka,26-11-22,29-11-22,3500,ONGOING,2022-11-27 07:45:05.479312+00:00,,2022-11-29 07:45:05.483968+00:00,935,26-11-22,Complete Registration,200,0,2022,11,26,2022,11,29,2022,11,26,27-11-22,2022,11,27,45:05.5,7,45,5,,,,,,,,,29-11-22,2022,11,29,45:05.5,7,45,5,-200,3,,
805763d6-87b3-40c7-bb84-dd663669c836,sikka_pro,26-11-22,27-11-22,3513,ONGOING,2022-11-27 06:43:28.327111+00:00,,2022-11-29 06:43:28.331045+00:00,935,27-11-22,Complete Registration,200,0,2022,11,26,2022,11,27,2022,11,27,27-11-22,2022,11,27,43:28.3,6,43,28,,,,,,,,,29-11-22,2022,11,29,43:28.3,6,43,28,-200,1,,
805763d6-87b3-40c7-bb84-dd663669c836,sikka_pro,26-11-22,27-11-22,3382,COMPLETED,2022-11-27 06:41:15.531333+00:00,2022-11-27 06:54:15.325097+00:00,,935,27-11-22,Complete Registration,200,0,2022,11,26,2022,11,27,2022,11,27,27-11-22,2022,11,27,41:15.5,6,41,15,27-11-22,2022,11,27,54:15.3,6,54,15,,,,,,,,,-200,1,0,0.216609379
55e70808-0ed9-44fd-9d87-819ba9dc4d3e,sikka,26-11-22,29-11-22,3269,ONGOING,2022-11-27 11:42:06.418790+00:00,,2022-11-29 11:42:06.423451+00:00,935,26-11-22,Complete Registration,200,0,2022,11,26,2022,11,29,2022,11,26,27-11-22,2022,11,27,42:06.4,11,42,6,,,,,,,,,29-11-22,2022,11,29,42:06.4,11,42,6,-200,3,,
55e70808-0ed9-44fd-9d87-819ba9dc4d3e,sikka,26-11-22,29-11-22,3227,ONGOING,2022-11-27 10:29:34.482377+00:00,,2022-11-29 10:29:34.487771+00:00,935,26-11-22,Complete Registration,200,0,2022,11,26,2022,11,29,2022,11,26,27-11-22,2022,11,27,29:34.5,10,29,34,,,,,,,,,29-11-22,2022,11,29,29:34.5,10,29,34,-200,3,,
805763d6-87b3-40c7-bb84-dd663669c836,sikka_pro,26-11-22,27-11-22,3399,ONGOING,2022-11-27 06:36:55.085818+00:00,,2022-11-29 06:36:55.100814+00:00,935,27-11-22,Complete Registration,200,0,2022,11,26,2022,11,27,2022,11,27,27-11-22,2022,11,27,36:55.1,6,36,55,,,,,,,,,29-11-22,2022,11,29,36:55.1,6,36,55,-200,1,,
55e70808-0ed9-44fd-9d87-819ba9dc4d3e,sikka,26-11-22,29-11-22,3467,ONGOING,2022-11-27 15:26:10.883606+00:00,,2022-11-29 15:26:10.893828+00:00,935,26-11-22,Complete Registration,200,0,2022,11,26,2022,11,29,2022,11,26,27-11-22,2022,11,27,26:10.9,15,26,10,,,,,,,,,29-11-22,2022,11,29,26:10.9,15,26,10,-200,3,,
44f9c9f1-1ce1-4b04-8042-ddb1c548c589,sikka,26-11-22,29-11-22,2795,ONGOING,2022-11-27 07:30:50.292189+00:00,,2022-11-29 07:30:50.298525+00:00,935,26-11-22,Complete Registration,200,0,2022,11,26,2022,11,29,2022,11,26,27-11-22,2022,11,27,30:50.3,7,30,50,,,,,,,,,29-11-22,2022,11,29,30:50.3,7,30,50,-200,3,,
55e70808-0ed9-44fd-9d87-819ba9dc4d3e,sikka,26-11-22,29-11-22,3528,COMPLETED,2022-11-27 05:50:22.627131+00:00,2022-11-29 01:09:32.003868+00:00,,935,26-11-22,Complete Registration,200,0,2022,11,26,2022,11,29,2022,11,26,27-11-22,2022,11,27,50:22.6,5,50,22,29-11-22,2022,11,29,09:32.0,1,9,32,,,,,,,,,-200,3,2,43.31927132
55e70808-0ed9-44fd-9d87-819ba9dc4d3e,sikka,26-11-22,29-11-22,3015,ONGOING,2022-11-27 05:46:22.744206+00:00,,2022-11-29 05:46:22.748445+00:00,935,26-11-22,Complete Registration,200,0,2022,11,26,2022,11,29,2022,11,26,27-11-22,2022,11,27,46:22.7,5,46,22,,,,,,,,,29-11-22,2022,11,29,46:22.7,5,46,22,-200,3,,
805763d6-87b3-40c7-bb84-dd663669c836,sikka_pro,26-11-22,27-11-22,3494,ONGOING,2022-11-26 21:21:19.914602+00:00,,2022-11-28 21:21:19.920149+00:00,935,27-11-22,Complete Registration,200,0,2022,11,26,2022,11,27,2022,11,27,26-11-22,2022,11,26,21:19.9,21,21,19,,,,,,,,,28-11-22,2022,11,28,21:19.9,21,21,19,-200,1,,
805763d6-87b3-40c7-bb84-dd663669c836,sikka_pro,26-11-22,27-11-22,3195,ONGOING,2022-11-26 21:19:09.706075+00:00,,2022-11-28 21:19:09.711025+00:00,935,27-11-22,Complete Registration,200,0,2022,11,26,2022,11,27,2022,11,27,26-11-22,2022,11,26,19:09.7,21,19,9,,,,,,,,,28-11-22,2022,11,28,19:09.7,21,19,9,-200,1,,
55e70808-0ed9-44fd-9d87-819ba9dc4d3e,sikka,26-11-22,29-11-22,2328,ONGOING,2022-11-27 06:22:03.916583+00:00,,2022-11-29 06:22:03.921976+00:00,935,26-11-22,Complete Registration,200,0,2022,11,26,2022,11,29,2022,11,26,27-11-22,2022,11,27,22:03.9,6,22,3,,,,,,,,,29-11-22,2022,11,29,22:03.9,6,22,3,-200,3,,
44f9c9f1-1ce1-4b04-8042-ddb1c548c589,sikka,26-11-22,29-11-22,3469,ONGOING,2022-11-27 08:06:17.224509+00:00,,2022-11-29 08:06:17.229516+00:00,935,26-11-22,Complete Registration,200,0,2022,11,26,2022,11,29,2022,11,26,27-11-22,2022,11,27,06:17.2,8,6,17,,,,,,,,,29-11-22,2022,11,29,06:17.2,8,6,17,-200,3,,
44f9c9f1-1ce1-4b04-8042-ddb1c548c589,sikka,26-11-22,29-11-22,3531,ONGOING,2022-11-27 08:05:24.735529+00:00,,2022-11-29 08:05:24.739567+00:00,935,26-11-22,Complete Registration,200,0,2022,11,26,2022,11,29,2022,11,26,27-11-22,2022,11,27,05:24.7,8,5,24,,,,,,,,,29-11-22,2022,11,29,05:24.7,8,5,24,-200,3,,
805763d6-87b3-40c7-bb84-dd663669c836,sikka_pro,26-11-22,27-11-22,2795,ONGOING,2022-11-27 06:59:36.287178+00:00,,2022-11-29 06:59:36.291252+00:00,935,27-11-22,Complete Registration,200,0,2022,11,26,2022,11,27,2022,11,27,27-11-22,2022,11,27,59:36.3,6,59,36,,,,,,,,,29-11-22,2022,11,29,59:36.3,6,59,36,-200,1,,
55e70808-0ed9-44fd-9d87-819ba9dc4d3e,sikka,26-11-22,29-11-22,3520,ONGOING,2022-11-27 12:02:40.241389+00:00,,2022-11-29 12:02:40.246198+00:00,935,26-11-22,Complete Registration,200,0,2022,11,26,2022,11,29,2022,11,26,27-11-22,2022,11,27,02:40.2,12,2,40,,,,,,,,,29-11-22,2022,11,29,02:40.2,12,2,40,-200,3,,
805763d6-87b3-40c7-bb84-dd663669c836,sikka_pro,26-11-22,27-11-22,2931,ONGOING,2022-11-27 06:06:47.637967+00:00,,2022-11-28 18:29:59+00:00,935,27-11-22,Complete Registration,200,0,2022,11,26,2022,11,27,2022,11,27,27-11-22,2022,11,27,06:47.6,6,6,47,,,,,,,,,28-11-22,2022,11,28,18:29:59,18,29,59,-200,1,,
805763d6-87b3-40c7-bb84-dd663669c836,sikka_pro,26-11-22,27-11-22,792,ONGOING,2022-11-27 07:27:24.329274+00:00,,2022-11-28 18:29:59+00:00,935,27-11-22,Complete Registration,200,0,2022,11,26,2022,11,27,2022,11,27,27-11-22,2022,11,27,27:24.3,7,27,24,,,,,,,,,28-11-22,2022,11,28,18:29:59,18,29,59,-200,1,,
55e70808-0ed9-44fd-9d87-819ba9dc4d3e,sikka,26-11-22,29-11-22,3321,ONGOING,2022-11-26 14:44:49.741586+00:00,,2022-11-28 14:44:49.744970+00:00,935,26-11-22,Complete Registration,200,0,2022,11,26,2022,11,29,2022,11,26,26-11-22,2022,11,26,44:49.7,14,44,49,,,,,,,,,28-11-22,2022,11,28,44:49.7,14,44,49,-200,3,,
55e70808-0ed9-44fd-9d87-819ba9dc4d3e,sikka,26-11-22,29-11-22,3510,COMPLETED,2022-11-26 14:38:07.005796+00:00,2022-11-26 15:04:48.098827+00:00,,935,26-11-22,Complete Registration,200,0,2022,11,26,2022,11,29,2022,11,26,26-11-22,2022,11,26,38:07.0,14,38,7,26-11-22,2022,11,26,04:48.1,15,4,48,,,,,,,,,-200,3,0,0.444748064
55e70808-0ed9-44fd-9d87-819ba9dc4d3e,sikka,26-11-22,29-11-22,792,ONGOING,2022-11-26 14:27:00.973237+00:00,,2022-11-30 18:29:59+00:00,935,26-11-22,Complete Registration,200,0,2022,11,26,2022,11,29,2022,11,26,26-11-22,2022,11,26,27:01.0,14,27,0,,,,,,,,,30-11-22,2022,11,30,18:29:59,18,29,59,-200,3,,
44f9c9f1-1ce1-4b04-8042-ddb1c548c589,sikka,26-11-22,29-11-22,3462,COMPLETED,2022-11-26 05:38:27.267609+00:00,2022-11-26 05:49:44.332463+00:00,,935,26-11-22,Complete Registration,200,0,2022,11,26,2022,11,29,2022,11,26,26-11-22,2022,11,26,38:27.3,5,38,27,26-11-22,2022,11,26,49:44.3,5,49,44,,,,,,,,,-200,3,0,0.188073571
44f9c9f1-1ce1-4b04-8042-ddb1c548c589,sikka,26-11-22,29-11-22,3510,ONGOING,2022-11-26 06:35:03.602473+00:00,,2022-11-28 06:35:03.606935+00:00,935,26-11-22,Complete Registration,200,0,2022,11,26,2022,11,29,2022,11,26,26-11-22,2022,11,26,35:03.6,6,35,3,,,,,,,,,28-11-22,2022,11,28,35:03.6,6,35,3,-200,3,,
44f9c9f1-1ce1-4b04-8042-ddb1c548c589,sikka,26-11-22,29-11-22,210,ONGOING,2022-11-26 00:59:15.620851+00:00,,2022-11-28 00:59:15.625028+00:00,935,26-11-22,Complete Registration,200,0,2022,11,26,2022,11,29,2022,11,26,26-11-22,2022,11,26,59:15.6,0,59,15,,,,,,,,,28-11-22,2022,11,28,59:15.6,0,59,15,-200,3,,
3db62aad-421b-474e-9b1e-8a88ff370d4f,sikka,26-11-22,29-11-22,792,ONGOING,2022-11-26 00:57:00.499638+00:00,,2022-11-27 18:29:59+00:00,935,26-11-22,Complete Registration,200,0,2022,11,26,2022,11,29,2022,11,26,26-11-22,2022,11,26,57:00.5,0,57,0,,,,,,,,,27-11-22,2022,11,27,18:29:59,18,29,59,-200,3,,
3db62aad-421b-474e-9b1e-8a88ff370d4f,sikka,26-11-22,29-11-22,3534,ONGOING,2022-11-26 00:48:36.795521+00:00,,2022-11-28 00:48:36.799559+00:00,935,26-11-22,Complete Registration,200,0,2022,11,26,2022,11,29,2022,11,26,26-11-22,2022,11,26,48:36.8,0,48,36,,,,,,,,,28-11-22,2022,11,28,48:36.8,0,48,36,-200,3,,
3db62aad-421b-474e-9b1e-8a88ff370d4f,sikka,26-11-22,29-11-22,3529,ONGOING,2022-11-26 00:43:34.009776+00:00,,2022-11-27 18:29:59+00:00,935,26-11-22,Complete Registration,200,0,2022,11,26,2022,11,29,2022,11,26,26-11-22,2022,11,26,43:34.0,0,43,34,,,,,,,,,27-11-22,2022,11,27,18:29:59,18,29,59,-200,3,,
55e70808-0ed9-44fd-9d87-819ba9dc4d3e,sikka,26-11-22,29-11-22,3173,ONGOING,2022-11-26 05:12:34.893438+00:00,,2022-11-28 05:12:34.898978+00:00,935,26-11-22,Complete Registration,200,0,2022,11,26,2022,11,29,2022,11,26,26-11-22,2022,11,26,12:34.9,5,12,34,,,,,,,,,28-11-22,2022,11,28,12:34.9,5,12,34,-200,3,,
44f9c9f1-1ce1-4b04-8042-ddb1c548c589,sikka,26-11-22,29-11-22,3173,ONGOING,2022-11-26 00:36:24.077758+00:00,,2022-11-28 00:36:24.081898+00:00,935,26-11-22,Complete Registration,200,0,2022,11,26,2022,11,29,2022,11,26,26-11-22,2022,11,26,36:24.1,0,36,24,,,,,,,,,28-11-22,2022,11,28,36:24.1,0,36,24,-200,3,,
3db62aad-421b-474e-9b1e-8a88ff370d4f,sikka,26-11-22,29-11-22,3340,ONGOING,2022-11-26 00:30:17.918753+00:00,,2022-11-28 00:30:17.924226+00:00,935,26-11-22,Complete Registration,200,0,2022,11,26,2022,11,29,2022,11,26,26-11-22,2022,11,26,30:17.9,0,30,17,,,,,,,,,28-11-22,2022,11,28,30:17.9,0,30,17,-200,3,,
4cb29e43-9f23-42fe-bab8-2422f42e7a91,sikka,26-11-22,29-11-22,3467,COMPLETED,2022-11-26 00:30:12.294660+00:00,2022-11-26 00:40:46.818802+00:00,,935,29-11-22,Complete Registration,200,0,2022,11,26,2022,11,29,2022,11,29,26-11-22,2022,11,26,30:12.3,0,30,12,26-11-22,2022,11,26,40:46.8,0,40,46,,,,,,,,,-200,3,0,0.176256706
c925ccad-98e7-4500-833e-a49aa066aeec,sikka,26-11-22,26-11-22,792,ONGOING,2022-11-26 00:26:52.872562+00:00,,2022-11-27 18:29:59+00:00,935,26-11-22,Complete Registration,200,0,2022,11,26,2022,11,26,2022,11,26,26-11-22,2022,11,26,26:52.9,0,26,52,,,,,,,,,27-11-22,2022,11,27,18:29:59,18,29,59,-200,0,,
44f9c9f1-1ce1-4b04-8042-ddb1c548c589,sikka,26-11-22,29-11-22,3515,ONGOING,2022-11-26 00:22:41.478660+00:00,,2022-11-28 00:22:41.483780+00:00,935,26-11-22,Complete Registration,200,0,2022,11,26,2022,11,29,2022,11,26,26-11-22,2022,11,26,22:41.5,0,22,41,,,,,,,,,28-11-22,2022,11,28,22:41.5,0,22,41,-200,3,,
c925ccad-98e7-4500-833e-a49aa066aeec,sikka,26-11-22,26-11-22,3451,ONGOING,2022-11-26 00:21:33.127670+00:00,,2022-11-28 00:21:33.133124+00:00,935,26-11-22,Complete Registration,200,0,2022,11,26,2022,11,26,2022,11,26,26-11-22,2022,11,26,21:33.1,0,21,33,,,,,,,,,28-11-22,2022,11,28,21:33.1,0,21,33,-200,0,,
3db62aad-421b-474e-9b1e-8a88ff370d4f,sikka,26-11-22,29-11-22,3269,ONGOING,2022-11-26 04:15:33.778713+00:00,,2022-11-28 04:15:33.872630+00:00,935,26-11-22,Complete Registration,200,0,2022,11,26,2022,11,29,2022,11,26,26-11-22,2022,11,26,15:33.8,4,15,33,,,,,,,,,28-11-22,2022,11,28,15:33.9,4,15,33,-200,3,,
c925ccad-98e7-4500-833e-a49aa066aeec,sikka,26-11-22,26-11-22,3237,ONGOING,2022-11-26 00:20:42.687283+00:00,,2022-11-28 00:20:42.692107+00:00,935,26-11-22,Complete Registration,200,0,2022,11,26,2022,11,26,2022,11,26,26-11-22,2022,11,26,20:42.7,0,20,42,,,,,,,,,28-11-22,2022,11,28,20:42.7,0,20,42,-200,0,,
c925ccad-98e7-4500-833e-a49aa066aeec,sikka,26-11-22,26-11-22,3505,ONGOING,2022-11-26 00:19:47.467175+00:00,,2022-11-28 00:19:47.470456+00:00,935,26-11-22,Complete Registration,200,0,2022,11,26,2022,11,26,2022,11,26,26-11-22,2022,11,26,19:47.5,0,19,47,,,,,,,,,28-11-22,2022,11,28,19:47.5,0,19,47,-200,0,,
4cb29e43-9f23-42fe-bab8-2422f42e7a91,sikka,26-11-22,29-11-22,3340,ONGOING,2022-11-26 00:13:53.620425+00:00,,2022-11-28 00:13:53.625780+00:00,935,29-11-22,Complete Registration,200,0,2022,11,26,2022,11,29,2022,11,29,26-11-22,2022,11,26,13:53.6,0,13,53,,,,,,,,,28-11-22,2022,11,28,13:53.6,0,13,53,-200,3,,
44f9c9f1-1ce1-4b04-8042-ddb1c548c589,sikka,26-11-22,29-11-22,3340,ONGOING,2022-11-26 00:10:49.922588+00:00,,2022-11-28 00:10:49.928315+00:00,935,26-11-22,Complete Registration,200,0,2022,11,26,2022,11,29,2022,11,26,26-11-22,2022,11,26,10:49.9,0,10,49,,,,,,,,,28-11-22,2022,11,28,10:49.9,0,10,49,-200,3,,
c925ccad-98e7-4500-833e-a49aa066aeec,sikka,26-11-22,26-11-22,3534,ONGOING,2022-11-26 00:05:44.859932+00:00,,2022-11-28 00:05:44.865124+00:00,935,26-11-22,Complete Registration,200,0,2022,11,26,2022,11,26,2022,11,26,26-11-22,2022,11,26,05:44.9,0,5,44,,,,,,,,,28-11-22,2022,11,28,05:44.9,0,5,44,-200,0,,
